ID,Distributor,Product,Duration,Destination,Sales,Commission,Gender,Age,Target
8525,D1,P2,69,City_B,55.65140592211017,19.897331645752306,Male,20,1
430,D3,P1,51,City_A,259.2971268273359,47.336589740656486,Male,43,0
5245,D2,P1,48,City_A,137.32757064507416,43.239162848966394,Male,41,1
2120,D1,P2,96,City_A,210.62516841281249,17.112877598174883,Female,53,1
386,D2,P3,51,City_C,258.66562885620385,8.983654350264647,Male,36,1
1946,D2,P2,17,City_A,248.30945655433655,12.977839415045553,Male,64,1
4225,D2,P3,34,City_B,303.821919701873,30.01488225787197,Female,18,1
474,D1,P2,24,City_B,345.27681377889235,44.75077339634175,Female,48,1
2130,D3,P1,57,City_A,74.48125760491956,9.426533751418537,Female,52,0
6557,D1,P1,25,City_C,438.0354452066656,34.28695862155516,Male,34,1
6999,D1,P2,51,City_C,310.45199246296863,33.15781141720959,Female,45,1
1056,D1,P3,64,City_A,236.57425665628693,24.541901898067298,Female,46,0
3275,D2,P2,9,City_B,143.35656263557786,7.223159642203422,Male,48,0
4962,D3,P3,97,City_B,393.1616870915719,20.393755823018047,Female,53,0
5364,D3,P2,41,City_C,279.9518558356055,49.12506680438052,Male,59,0
5817,D2,P3,34,City_A,99.70280211891536,34.39046226123012,Female,43,0
812,D2,P2,17,City_A,435.1294145771303,12.045189869060165,Male,37,0
4574,D2,P1,23,City_B,73.02450812515751,15.9255944611988,Male,51,1
6138,D3,P2,27,City_B,143.21952423107052,21.069207659175245,Male,42,1
2389,D2,P1,33,City_C,218.8126908687172,44.24790374628186,Male,36,0
9649,D3,P1,8,City_A,330.12598090213703,8.353533231818124,Male,22,0
6226,D1,P2,10,City_C,259.9197981454589,10.34930173488285,Male,30,0
112,D2,P2,19,City_C,345.3564624778144,24.107494450199038,Male,63,0
8910,D1,P3,70,City_B,472.6098801566322,29.54311542607947,Female,46,1
1746,D1,P1,95,City_A,372.0375846600063,35.039779095071246,Male,35,0
7852,D2,P2,41,City_C,343.1150184002058,20.27012725685101,Male,39,0
1453,D3,P3,76,City_A,135.3568133100315,6.413988982502552,Female,22,1
320,D2,P3,62,City_A,197.04025717448232,39.39730416075393,Female,26,0
8594,D1,P3,11,City_B,52.474229376239975,5.199099732225617,Male,48,1
3334,D1,P3,52,City_B,65.58141973028468,21.86784799423019,Female,53,1
1923,D3,P1,6,City_A,324.27072431577375,41.39251670521516,Female,57,1
5866,D3,P1,42,City_B,177.51335886986286,6.013996968626586,Male,19,0
9529,D2,P1,65,City_C,284.53967573524625,42.39924253076731,Male,32,0
3686,D1,P3,41,City_B,397.50355695940294,24.834209011346324,Female,47,1
4276,D1,P3,70,City_A,58.54606844367461,42.0992763838937,Male,19,1
4890,D1,P1,78,City_C,104.63551383790504,49.3091537700182,Male,59,1
5226,D2,P3,71,City_A,281.79930170226805,49.07072946511034,Male,22,1
7473,D2,P1,33,City_B,163.5437281390219,7.382361256020306,Male,61,1
3606,D1,P2,64,City_C,111.54762644006885,19.56566383509191,Female,37,1
1053,D2,P3,10,City_B,416.2590980531642,17.927936871310155,Female,34,0
4157,D2,P3,3,City_A,321.06897807264227,37.32517910512303,Female,48,0
9677,D2,P2,26,City_B,477.06563620323084,46.503967218504506,Female,27,0
100,D1,P3,42,City_C,368.7681157732391,40.36709679846876,Female,48,0
7509,D3,P2,23,City_C,89.27819299645918,29.719655105541012,Female,51,0
1457,D3,P3,10,City_C,382.8339194724236,30.566326857441865,Male,32,1
7689,D1,P1,42,City_A,114.79992997462865,35.747645677649615,Female,31,0
4005,D1,P2,24,City_A,452.8799853414823,34.17657164408492,Male,35,0
6867,D3,P1,44,City_B,217.31075995774708,46.09130759131821,Male,39,0
4510,D2,P3,81,City_B,68.5771100566327,19.38679823850844,Female,21,1
3300,D2,P1,27,City_C,159.1190118878984,5.820872371039912,Male,18,1
3800,D1,P3,55,City_B,152.3850133158648,18.392255575898382,Male,53,1
4282,D2,P2,79,City_C,397.7889217372287,42.12584026343237,Male,40,1
9052,D1,P2,73,City_B,118.8740249830365,47.69968319359799,Female,49,1
6463,D1,P3,52,City_C,351.7267223784098,36.41189566484498,Female,49,0
7913,D1,P3,5,City_B,126.61126890170749,38.620885572709824,Female,29,1
1415,D1,P3,41,City_C,237.44025386383385,17.828526549954724,Male,58,1
541,D2,P3,23,City_A,203.1702353776708,20.882797802214835,Female,48,1
5816,D3,P3,54,City_A,50.52566589082147,48.213487428049085,Female,27,1
8200,D2,P3,89,City_A,262.4738309358272,8.460601323567785,Female,26,0
3681,D3,P2,48,City_B,181.08986926952883,46.21835146569197,Female,27,1
755,D2,P1,93,City_A,334.6573913579004,25.323592894893316,Male,33,1
4197,D3,P1,25,City_A,292.4975531916842,46.31570540180818,Female,61,1
2651,D2,P1,33,City_C,460.01396910100425,18.48969457344033,Female,23,1
4523,D2,P1,92,City_A,473.24454430634813,30.67064822042327,Female,44,1
9520,D1,P3,26,City_A,187.54955923107124,20.278900262716828,Female,23,1
3119,D1,P2,33,City_A,435.96916382445613,40.5566373707257,Male,54,0
3729,D3,P2,8,City_B,387.4349279291732,10.984243299116898,Male,33,1
3887,D1,P2,45,City_A,113.11563712418787,41.32038983836158,Male,60,1
7108,D1,P2,32,City_C,164.0456596068199,7.886108819650232,Male,26,1
8069,D1,P3,68,City_C,93.67133968900215,36.571205449745044,Female,64,1
7326,D3,P3,57,City_B,180.44514171433732,16.1145980936314,Female,41,0
8484,D1,P1,33,City_B,243.94990511859334,21.45854725133431,Male,50,1
8768,D2,P3,33,City_B,127.85331659781231,41.92002320090222,Female,38,1
6501,D1,P2,17,City_B,164.92520165366415,33.442897898548985,Female,51,0
8427,D2,P3,1,City_B,192.5819870903346,30.286276456575525,Female,37,1
7964,D2,P1,38,City_C,430.5025357296369,27.232253909614517,Female,50,1
602,D3,P1,63,City_C,351.5036338736196,47.513789079073774,Female,26,0
9250,D2,P3,33,City_A,355.97874063546976,31.830039184608342,Female,32,1
8920,D2,P3,80,City_B,351.85337671913766,24.61197958626962,Female,27,1
6815,D2,P3,49,City_A,132.274502745683,27.731286859693867,Male,27,0
5412,D2,P2,28,City_B,283.56690959343825,48.61973583372114,Male,22,0
8748,D2,P2,7,City_C,488.14787019463216,10.315405990947909,Female,35,0
5523,D1,P1,97,City_A,419.214364096638,10.42175683569177,Female,34,1
1045,D2,P3,51,City_B,487.31081182167196,10.383913604257504,Male,25,0
7335,D3,P3,65,City_B,350.98539024922707,5.504772034836475,Female,23,1
1558,D1,P2,17,City_B,231.9176062553103,7.350645039984974,Female,43,0
3740,D3,P2,30,City_A,255.31774858140236,15.667381705870934,Male,49,0
3523,D3,P1,97,City_B,348.0185808907924,32.90594588603003,Male,50,1
181,D1,P2,62,City_C,86.48507098801022,36.28152803418483,Male,19,1
2116,D3,P3,71,City_A,358.0860588171966,18.41085843475921,Male,37,0
1700,D1,P3,15,City_A,356.9693629699241,20.45294882416231,Male,24,1
1380,D2,P1,23,City_B,285.02034452681823,34.46751146472806,Female,23,0
7230,D3,P1,92,City_C,128.66920603808973,32.53563821831091,Male,24,1
9144,D2,P1,99,City_B,144.3955083385034,33.538070871160414,Female,47,1
619,D2,P2,52,City_A,254.10781142543715,8.05090054262389,Female,32,0
3182,D1,P2,16,City_A,199.763006993876,47.23206540656208,Female,22,0
9852,D3,P2,34,City_A,122.46926743890926,11.369421841899385,Male,43,1
1601,D2,P2,65,City_B,385.34049100303224,35.73861863209872,Female,26,0
5964,D1,P3,25,City_A,357.56555314659056,5.481526553171843,Female,45,1
1616,D1,P2,32,City_A,485.14293150011974,39.7650506656428,Male,27,0
5921,D3,P3,84,City_A,458.7122126336538,46.083533097106006,Female,37,0
9592,D1,P2,56,City_C,173.14944637389772,21.24020920134147,Female,55,1
3892,D3,P2,33,City_A,69.65835889576638,31.466711679110862,Female,41,1
2084,D3,P1,36,City_A,168.9486620935332,35.86717828501486,Female,28,1
4575,D2,P3,95,City_C,429.31755217343175,35.379440967887014,Female,47,1
5595,D2,P3,81,City_A,226.64004982619295,7.077476989576485,Male,57,1
5122,D1,P3,36,City_C,83.08972925281537,22.493411903867642,Female,37,0
4588,D3,P1,6,City_A,322.6921326066401,5.457592598885999,Female,56,1
4903,D3,P1,82,City_A,237.78806726969114,8.276068125022132,Female,46,1
8253,D1,P1,78,City_A,391.5887225956809,37.311427497795705,Female,43,1
5917,D1,P3,88,City_C,124.69111128699278,25.720753860152513,Male,30,1
5130,D2,P3,11,City_B,369.873400954729,8.404186879918024,Male,57,0
8335,D2,P2,95,City_C,405.0044316516689,26.813073137225953,Female,51,0
1919,D1,P3,12,City_A,413.82200322013443,17.739551907052416,Male,63,0
8331,D3,P2,84,City_B,173.55068569257247,16.43758001023913,Male,32,1
5708,D1,P2,52,City_C,98.50003228847983,43.28600544296693,Female,55,0
5385,D2,P1,60,City_A,311.9809504296965,40.57638697531898,Female,44,0
6337,D3,P2,98,City_C,244.92046895660837,7.305748300332236,Male,38,1
2055,D2,P1,43,City_A,64.33707154029943,35.9959499474421,Male,22,0
7613,D3,P3,77,City_B,387.49795717589916,12.536690598524192,Male,64,1
9210,D3,P3,33,City_C,464.6901264971842,44.63208947504256,Male,31,1
3964,D2,P1,4,City_C,340.4590457954071,27.69028767119215,Female,57,0
1127,D3,P3,23,City_A,213.73942473734056,29.921183832164964,Female,42,1
3429,D1,P3,37,City_C,237.78164198059486,16.751540002857688,Female,62,1
4602,D2,P3,44,City_C,198.86595276068329,42.017116010934956,Male,29,0
3722,D3,P2,73,City_A,387.8955658900817,44.970614223284905,Male,44,1
2390,D1,P2,40,City_B,187.09481610296692,32.204290133852155,Female,38,0
1323,D3,P1,48,City_B,272.8438697522888,45.66604020619488,Female,57,0
1604,D3,P2,50,City_A,327.5242466353024,38.22318993322022,Female,62,0
7225,D3,P1,4,City_C,173.50244964150417,10.71659948002577,Female,39,1
7426,D1,P3,40,City_A,53.63928119869084,22.709792756915153,Male,18,1
4337,D1,P3,32,City_A,93.83040921797144,36.2030921180018,Female,23,1
5594,D2,P1,98,City_C,456.49451714610274,6.093502797463945,Female,62,1
4412,D3,P2,12,City_B,165.90944106857313,6.190052083179456,Female,59,0
5859,D3,P2,82,City_B,484.23265110450006,23.987590819220145,Male,49,1
9344,D1,P3,56,City_A,298.4453799846036,13.683477878062481,Male,40,0
3992,D3,P3,29,City_B,294.1308045674668,16.439234701374424,Female,25,0
6080,D1,P1,94,City_C,145.29024207510662,37.028323743256315,Male,56,1
1560,D3,P3,77,City_A,155.3608240305328,48.33215351958593,Male,53,1
4683,D2,P3,16,City_A,408.8677853322763,12.212049692061072,Male,34,0
7558,D1,P2,21,City_B,133.8892005913514,44.29503916199781,Female,21,1
3773,D1,P2,15,City_C,409.6571449893287,42.2237362001967,Female,26,1
8780,D1,P2,18,City_A,467.04145311535336,30.26867412546327,Female,54,0
3458,D1,P3,70,City_C,275.3938062744629,39.55569949424859,Male,23,0
8384,D1,P1,19,City_A,202.33044303886444,41.450001546814136,Female,18,1
1355,D1,P1,36,City_A,364.4242880130097,22.660915231076906,Male,25,1
46,D3,P3,91,City_A,171.83615233188712,20.40273467508387,Female,27,0
9873,D2,P1,82,City_A,197.81361938770934,16.47450328513023,Male,27,1
749,D1,P2,54,City_C,271.9308419336843,32.003314835781694,Male,61,1
7918,D1,P3,58,City_B,280.88663482828645,6.164578796157649,Male,19,0
4242,D3,P2,11,City_A,56.950298399963856,16.79288236885364,Female,36,0
5629,D1,P2,79,City_C,415.85135174679175,27.131120621260226,Female,39,1
4658,D3,P1,26,City_B,218.06990165544428,23.094388082404976,Female,36,1
4239,D3,P3,15,City_A,257.2869972336922,9.589360665832501,Male,29,0
3461,D3,P2,97,City_A,268.8920327174785,16.680438913328306,Male,52,0
7382,D1,P1,14,City_B,411.106991299055,29.380758407167285,Female,50,0
5550,D2,P1,8,City_C,419.3593628143012,32.3443373582366,Female,25,1
7076,D1,P2,83,City_A,467.33439052515746,22.477851725171977,Male,21,1
5839,D1,P2,74,City_C,365.1750383817807,8.246040156616186,Female,34,0
8092,D2,P3,33,City_A,408.4227827259994,16.168058906664893,Female,19,1
5475,D2,P1,40,City_B,362.26689932193335,8.284801965220828,Male,63,0
3615,D3,P1,47,City_A,410.01814552005783,26.627696566750952,Female,54,0
7502,D3,P3,62,City_B,475.5844395747448,28.310074969451428,Male,20,0
7054,D2,P2,16,City_A,247.8686177601983,25.11255125057049,Male,28,1
7368,D2,P3,40,City_B,98.27653935458622,44.37402144559426,Male,40,1
8020,D1,P1,2,City_A,205.64486893768458,37.444448728613494,Male,53,1
9639,D3,P1,39,City_C,416.02388257344944,14.844485682950374,Female,57,1
9056,D2,P2,97,City_B,347.84956379809574,23.127307225126163,Female,42,0
665,D2,P3,96,City_C,175.62822914906496,22.235784389928394,Female,45,1
2320,D2,P2,69,City_C,386.9542120200312,34.56704373594091,Female,47,1
3543,D1,P3,94,City_A,244.03561495971707,44.224528032715455,Female,41,1
3678,D1,P3,70,City_B,327.81703476704166,41.002371806739404,Female,55,0
9600,D3,P2,52,City_C,448.4523133379412,43.23912559786051,Female,52,0
3092,D1,P2,4,City_B,271.4754418922701,24.10255310295382,Female,54,0
676,D3,P3,82,City_C,491.75073168699066,7.414262678918933,Male,28,1
8677,D2,P2,63,City_A,298.8128087629009,38.19769609158578,Male,50,1
4885,D3,P1,51,City_A,92.57879228411412,32.95071990762516,Female,25,0
8080,D2,P3,36,City_B,403.30272019693905,12.560103538852115,Male,39,0
1963,D3,P2,59,City_C,83.28538991690495,16.044696013646092,Male,58,1
1841,D3,P3,66,City_B,487.13190006761675,19.79875815991361,Female,45,1
7169,D3,P3,81,City_B,242.28608436413185,41.430133061372175,Female,28,0
9899,D2,P2,86,City_A,372.4220160358647,39.84121187326559,Female,51,1
3539,D3,P1,1,City_B,360.32495894073094,12.467026771802676,Male,50,1
8027,D1,P3,46,City_C,135.21065236738468,16.82100803868002,Female,54,0
4867,D1,P2,19,City_B,456.86494933463854,41.260324640828806,Female,62,0
4175,D2,P2,4,City_A,86.908057002058,49.91035773053698,Female,33,0
8089,D2,P3,67,City_C,356.3288841860598,15.36753247346644,Female,27,0
4378,D2,P2,91,City_A,332.636377989747,25.254555160943926,Male,40,0
6212,D2,P1,59,City_B,392.7184820463424,25.419235904095387,Female,25,1
4767,D3,P1,68,City_A,318.6810432633239,43.300345584914886,Female,56,0
412,D2,P2,23,City_B,492.60460586356555,12.625592880469608,Female,63,1
614,D3,P2,9,City_B,492.3020306679737,46.52849966439623,Female,34,1
6127,D1,P1,91,City_B,96.45004648952033,10.825861856474798,Male,48,0
5211,D1,P3,15,City_A,228.1695616824565,20.40155855294088,Female,51,0
1431,D1,P2,4,City_C,231.9463227567821,33.00472302313293,Female,22,1
2426,D1,P2,66,City_A,326.75940006371314,6.637373888981004,Male,31,0
8842,D1,P3,11,City_A,395.5605966187658,9.635945720796439,Female,54,0
3834,D3,P2,29,City_A,424.5650455415135,8.864017389186884,Female,36,0
4719,D1,P2,12,City_C,122.78214705579992,38.59106218634691,Female,63,0
7186,D1,P1,24,City_B,234.29624513762232,21.667696759310214,Female,40,0
1418,D2,P1,37,City_B,485.1523828571096,37.31705131656787,Male,57,0
7200,D3,P2,87,City_C,210.00836580574614,42.9003156320126,Male,40,1
605,D1,P3,87,City_A,137.25563679078988,9.757904812225938,Male,64,0
1273,D1,P3,24,City_A,328.0622094960439,27.277595260178117,Female,62,1
3965,D1,P2,60,City_A,465.5734870530995,33.542517094883166,Female,62,1
6368,D3,P3,18,City_A,72.41577713418486,34.665612241167196,Male,37,1
8747,D2,P1,15,City_A,446.3278150320349,44.446455905194,Female,24,0
248,D3,P1,70,City_C,135.5582130407461,7.822215387956183,Female,38,0
9227,D3,P2,37,City_C,90.59084626318516,5.75721503199343,Male,60,1
1983,D2,P3,30,City_A,174.9611603117075,39.03426065876614,Female,53,1
2836,D2,P2,17,City_A,491.2260786506157,47.797826435791286,Male,61,0
5376,D1,P1,26,City_B,187.1860438157348,49.000272807932376,Male,41,1
200,D1,P3,32,City_B,405.83757472942705,30.25802707114602,Male,45,1
486,D2,P2,47,City_A,308.8217995375763,40.10907202682775,Female,51,0
6084,D2,P1,30,City_C,393.537592214611,27.780634877446484,Male,28,0
8957,D3,P1,52,City_A,64.15598831347411,46.176762362673536,Female,25,0
456,D3,P3,33,City_A,65.97991740675208,25.031703042526303,Male,21,0
9799,D2,P2,93,City_A,208.982892493459,5.821839730522445,Male,27,0
8827,D2,P1,91,City_A,426.99991660950343,17.207077479404916,Male,26,0
6516,D2,P2,41,City_C,487.4686183060305,31.3592431205588,Female,56,1
1722,D1,P1,83,City_B,165.37871758146343,16.54352508758832,Male,36,0
7051,D1,P2,9,City_A,193.04689189347658,28.470323439542792,Female,61,1
6383,D3,P3,19,City_A,243.15482325266393,8.75707826344141,Female,49,0
8166,D2,P2,53,City_A,91.2581739300586,19.706657107128372,Female,61,0
5768,D1,P1,54,City_B,54.41314709037376,36.50280230106325,Male,56,0
5810,D1,P3,57,City_A,238.52796288890943,35.40683741884787,Female,47,0
4627,D1,P1,9,City_B,177.54781670872586,6.957122832766704,Female,45,0
863,D3,P1,58,City_C,57.67274572888035,10.840171627482116,Female,36,1
2095,D3,P1,78,City_C,498.01655240037286,48.80854869389462,Female,49,1
948,D3,P2,66,City_B,453.95800208659944,35.891963071526774,Male,26,0
5642,D2,P2,34,City_C,436.90875991122147,9.809089688976886,Female,30,0
1445,D1,P1,71,City_B,98.23957395229512,14.726871956102105,Male,59,1
1281,D2,P3,41,City_A,421.1403410607905,37.05958118479151,Male,50,0
3111,D3,P3,7,City_A,396.30988550355994,44.50861178169642,Female,32,1
8953,D2,P1,25,City_B,388.65547503796506,6.266093561708711,Male,61,1
7610,D3,P1,88,City_A,134.4654426345184,39.90412181232116,Female,30,0
5136,D3,P2,67,City_A,378.4539275675009,5.6424181047823305,Male,35,0
3017,D2,P1,99,City_A,241.35483537439725,35.725836952830704,Female,30,1
2303,D2,P1,28,City_A,54.77348641320156,34.29199901960982,Male,44,1
2005,D1,P2,2,City_A,344.2512083182274,6.968196474706567,Male,25,0
4581,D1,P1,35,City_C,274.2539130633389,47.93255622909045,Female,23,1
8705,D2,P3,97,City_C,383.9208622703045,27.18862926447341,Female,19,1
1006,D3,P2,91,City_C,410.88042262881396,11.294884748466917,Female,64,1
5139,D1,P2,46,City_B,490.16827987259535,16.82808029425646,Female,39,1
4318,D3,P1,26,City_C,392.49341134180185,21.951732633895844,Female,62,1
6559,D1,P1,79,City_A,138.16047730311055,29.765202247428213,Male,39,1
4388,D3,P2,34,City_A,469.6794615710361,6.925960346296322,Male,34,0
2133,D1,P1,75,City_B,317.6029608754553,42.72368070329256,Female,49,1
4266,D2,P1,72,City_A,450.1526324864934,47.72269721552122,Male,52,0
2058,D1,P2,15,City_B,108.25568686689945,23.76783219711364,Male,60,1
5387,D3,P3,63,City_A,331.5869719575393,43.755927414486095,Male,35,1
230,D3,P3,75,City_C,236.12578834328926,22.613058255775947,Female,22,0
2890,D2,P1,30,City_C,64.22097004708269,6.6680230074617715,Male,19,1
4473,D1,P2,97,City_C,430.65371159628233,49.17956529185276,Male,33,1
6065,D3,P1,96,City_C,243.4386092283085,11.752780604219822,Male,35,0
7925,D3,P3,29,City_B,98.02059949301177,36.76146013093385,Male,23,0
7650,D2,P1,8,City_A,354.2013210827904,5.428897066541151,Female,40,0
8382,D1,P3,72,City_B,335.83854579534716,42.45616908815742,Male,36,0
210,D1,P1,20,City_C,404.148253444983,16.052173480586852,Male,32,1
2759,D2,P1,64,City_A,71.21280813292975,11.338009037946975,Male,21,0
8472,D1,P3,63,City_C,443.5158679052248,39.65567904491406,Male,24,1
2949,D2,P3,35,City_A,454.90460062681575,38.43547625900162,Male,26,0
7117,D1,P1,59,City_A,287.54361037880074,16.366937826192775,Male,58,0
6331,D1,P3,83,City_C,238.2728568550042,22.374817661476172,Female,24,0
1729,D2,P2,42,City_C,436.83806506463714,23.593111612162158,Male,27,1
4177,D1,P2,66,City_B,260.91873481234245,47.327554005710276,Male,51,0
338,D2,P3,1,City_A,173.46019365848485,14.104060478903365,Female,47,0
4985,D1,P3,77,City_C,220.9450842979535,45.73015856182535,Male,44,0
6879,D2,P1,54,City_B,375.45907732155916,36.6570381511744,Female,45,0
7249,D1,P2,39,City_A,299.63628057542064,43.78348238765259,Female,43,0
8453,D2,P2,6,City_C,130.82643705080096,34.4855584949317,Male,29,0
1227,D1,P1,21,City_C,437.1077912013493,32.03674845524528,Female,59,1
7609,D1,P1,21,City_B,350.29512264951194,12.131063130838006,Male,36,1
6828,D1,P2,3,City_C,309.06546217076095,47.04321185835934,Male,34,1
3541,D3,P3,27,City_A,484.9449757157919,49.11054770339518,Female,48,0
5869,D2,P2,17,City_C,455.2469890579538,29.808873553920257,Female,48,0
2112,D2,P3,5,City_C,96.59667773209225,20.230307879749635,Female,41,1
